ID_Estudiante;Nombres;Apellidos;Carrera;Facultad;Edad;Genero;Promedio_Acumulado;Asistencia_Promedio;Modalidad_Estudio;Beca;Horas_Trabajo_Semanal;Apoyo_Familiar;Actividad_Extracurricular;Satisfaccion_Programa;Estado_Mental;Creditos_Inscritos;Ha_Desertado;Razon_Desercion;Riesgo_Desercion_2025;Probabilidad_Desercion_2025
CZ2024500;Luis Carlos;Rodríguez Hernández;Biología;Ciencias de la Salud;22;Masculino;3.26;55.87;Mixta;Ninguna;10;Medio;Deporte;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.52397999
SZ2024501;María Sofía;Ramírez Hernández;Comunicación Social;Humanidades;26;Otro;3.15;91.84;Virtual;Ninguna;30;Bajo;Club Académico;Media;Malo;21;No;No Aplica;Medio Riesgo;0.458953297
LZ2024502;Laura Laura;Pérez González;Medicina;Ciencias de la Salud;30;Otro;3.54;84.31;Presencial;Ninguna;0;Bajo;Deporte;Baja;Regular;18;No;No Aplica;Bajo Riesgo;0.389494774
CZ2024503;Pedro Carlos;Rodríguez Pérez;Biología;Ciencias de la Salud;23;Masculino;4.12;64.64;Presencial;Ninguna;10;Bajo;Arte;Baja;Bueno;12;Sí;Trabajo;Medio Riesgo;0.548407697
AZ2024504;Jorge Ana;Rodríguez Torres;Economía;Ciencias Económicas;17;Otro;3.65;69.3;Mixta;Parcial;10;Medio;Club Académico;Media;Regular;18;Sí;Problemas Económicos;Medio Riesgo;0.512950694
LZ2024505;Ana Luis;González Ramírez;Ingeniería Civil;Ingeniería;30;Otro;4.21;55.56;Presencial;Ninguna;0;Medio;Deporte;Media;Regular;21;No;No Aplica;Medio Riesgo;0.474236213
DZ2024506;Jorge Diego;Díaz Gómez;Economía;Ciencias Económicas;30;Femenino;3.79;92.78;Presencial;Ninguna;40;Alto;Ninguna;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.439226491
LZ2024507;Laura Luis;Díaz Rodríguez;Arquitectura;Artes y Diseño;17;Masculino;4.91;90.05;Virtual;Parcial;0;Alto;Voluntariado;Baja;Regular;18;No;No Aplica;Bajo Riesgo;0.37884476
JZ2024508;Pedro Juan;Rodríguez Flores;Administración de Empresas;Ciencias Económicas;17;Masculino;4.47;82.13;Virtual;Beca académica;0;Alto;Deporte;Media;Malo;21;No;No Aplica;Medio Riesgo;0.473494927
LZ2024509;Juan Lucía;Martínez Ramírez;Psicología;Humanidades;18;Otro;4.58;89.62;Mixta;Parcial;20;Alto;Arte;Media;Malo;15;No;No Aplica;Medio Riesgo;0.468293514
LZ2024510;Laura Luis;Martínez Pérez;Administración de Empresas;Ciencias Económicas;27;Otro;3.61;78.91;Virtual;Completa;20;Alto;Ninguna;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.455644492
PZ2024511;Valeria Pedro;Díaz Gómez;Administración de Empresas;Ciencias Económicas;21;Otro;4.03;80.09;Virtual;Completa;20;Alto;Deporte;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.50828031
LS2024512;María Luis;Torres Gómez;Enfermería;Ciencias de la Salud;22;Femenino;4.73;77.85;Mixta;Ninguna;10;Medio;Club Académico;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.507275962
LZ2024513;Jorge Laura;Ramírez Ramírez;Diseño Gráfico;Artes y Diseño;18;Masculino;4.76;59.59;Virtual;Parcial;10;Alto;Voluntariado;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.494294094
SZ2024514;Jorge Sofía;Rodríguez Rodríguez;Economía;Ciencias Económicas;20;Masculino;4.22;76.64;Virtual;Ninguna;0;Alto;Voluntariado;Media;Regular;12;No;No Aplica;Medio Riesgo;0.441011012
VS2024515;Sofía Valeria;Flores Rodríguez;Comunicación Social;Humanidades;18;Masculino;3.75;84.13;Mixta;Ninguna;0;Alto;Club Académico;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.479751125
AZ2024516;Carlos Ana;Martínez Rodríguez;Diseño Gráfico;Artes y Diseño;26;Femenino;3.62;88.72;Virtual;Parcial;30;Medio;Club Académico;Alta;Regular;12;No;No Aplica;Bajo Riesgo;0.378986091
SZ2024517;Lucía Sofía;Gómez Pérez;Ingeniería Civil;Ingeniería;22;Femenino;4.94;76.86;Mixta;Parcial;0;Alto;Voluntariado;Media;Regular;21;Sí;Carga Académica;Medio Riesgo;0.42864283
DZ2024518;Luis Diego;González Ramírez;Diseño Gráfico;Artes y Diseño;17;Masculino;4.07;58.63;Virtual;Ninguna;30;Bajo;Deporte;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.486337602
VZ2024519;Pedro Valeria;Rodríguez González;Comunicación Social;Humanidades;20;Femenino;3.88;88.91;Virtual;Completa;30;Bajo;Deporte;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.434874899
LZ2024520;Juan Laura;Ramírez Flores;Medicina;Ciencias de la Salud;29;Femenino;3.33;82.32;Presencial;Parcial;10;Alto;Club Académico;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.406336426
CZ2024521;Lucía Carlos;Martínez González;Economía;Ciencias Económicas;27;Masculino;4.57;79.4;Presencial;Parcial;30;Alto;Club Académico;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.422092162
PZ2024522;Lucía Pedro;Díaz Pérez;Arquitectura;Artes y Diseño;21;Otro;3.26;52.22;Virtual;Ninguna;0;Medio;Deporte;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.62223625
PZ2024523;Jorge Pedro;González González;Comunicación Social;Humanidades;21;Otro;4.72;71.58;Virtual;Completa;20;Bajo;Deporte;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.454558607
LZ2024524;Laura Luis;Rodríguez Martínez;Derecho;Ciencias Jurídicas;26;Masculino;4.03;50.45;Virtual;Ninguna;20;Bajo;Arte;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.471222598
AS2024525;Valeria Ana;Flores Pérez;Ingeniería de Sistemas;Ingeniería;27;Otro;4.54;56.8;Presencial;Ninguna;0;Alto;Deporte;Baja;Malo;15;Sí;Carga Académica;Medio Riesgo;0.49460363
LZ2024526;Valeria Luis;Rodríguez Martínez;Biología;Ciencias de la Salud;21;Femenino;2.66;71.55;Presencial;Ninguna;20;Medio;Voluntariado;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.494731516
LS2024527;María Lucía;Flores Díaz;Contabilidad;Ciencias Económicas;28;Femenino;3.52;59.97;Presencial;Ninguna;30;Medio;Arte;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.506361595
MZ2024528;Pedro María;Rodríguez Ramírez;Derecho;Ciencias Jurídicas;30;Masculino;3.98;80.93;Virtual;Ninguna;40;Alto;Ninguna;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.498014362
VZ2024529;María Valeria;Díaz González;Derecho;Ciencias Jurídicas;18;Otro;3.01;62.93;Presencial;Beca deportiva;10;Bajo;Ninguna;Media;Regular;18;No;No Aplica;Medio Riesgo;0.535012705
AZ2024530;Jorge Ana;Pérez González;Ingeniería Civil;Ingeniería;21;Femenino;3.4;94.61;Virtual;Completa;40;Alto;Deporte;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.472389952
CZ2024531;Juan Carlos;Ramírez Pérez;Enfermería;Ciencias de la Salud;30;Otro;3.19;69.8;Mixta;Ninguna;30;Alto;Arte;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.562724287
SZ2024532;María Sofía;Hernández Flores;Medicina;Ciencias de la Salud;29;Femenino;3.9;64.77;Presencial;Parcial;30;Alto;Ninguna;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.554738511
SS2024533;María Sofía;Torres Pérez;Medicina;Ciencias de la Salud;30;Masculino;2.3;76.59;Virtual;Beca deportiva;30;Medio;Ninguna;Media;Regular;15;Sí;Carga Académica;Medio Riesgo;0.46876789
LS2024534;Ana Luis;Torres Rodríguez;Ingeniería de Sistemas;Ingeniería;19;Masculino;4.72;98.25;Mixta;Ninguna;30;Alto;Ninguna;Alta;Bueno;18;Sí;Problemas de Salud;Medio Riesgo;0.445785225
AZ2024535;Jorge Ana;Rodríguez Martínez;Diseño Gráfico;Artes y Diseño;20;Femenino;3.82;80.34;Mixta;Ninguna;40;Bajo;Ninguna;Media;Regular;15;No;No Aplica;Medio Riesgo;0.474487609
PS2024536;María Pedro;Flores Ramírez;Comunicación Social;Humanidades;28;Otro;2.78;51.76;Presencial;Ninguna;30;Medio;Arte;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.568439558
CS2024537;Lucía Carlos;Flores Díaz;Economía;Ciencias Económicas;20;Masculino;3.35;85.6;Presencial;Ninguna;10;Alto;Arte;Media;Regular;18;No;No Aplica;Medio Riesgo;0.449924981
SZ2024538;Lucía Sofía;Hernández Flores;Biología;Ciencias de la Salud;21;Femenino;2.46;58.32;Virtual;Ninguna;20;Bajo;Deporte;Alta;Regular;18;Sí;Problemas de Salud;Medio Riesgo;0.510404241
LZ2024539;Carlos Laura;Hernández Rodríguez;Medicina;Ciencias de la Salud;29;Femenino;3.16;54.32;Virtual;Ninguna;10;Alto;Ninguna;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.588514307
AS2024540;Valeria Ana;Flores Díaz;Derecho;Ciencias Jurídicas;30;Otro;3.1;83.02;Virtual;Ninguna;20;Bajo;Deporte;Media;Regular;18;No;No Aplica;Medio Riesgo;0.422992536
LZ2024541;Pedro Lucía;Gómez Martínez;Economía;Ciencias Económicas;21;Femenino;3.96;55.9;Virtual;Ninguna;30;Medio;Arte;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.483243949
JZ2024542;Pedro Jorge;Martínez Gómez;Psicología;Humanidades;23;Masculino;4.88;86.66;Mixta;Ninguna;20;Bajo;Ninguna;Media;Regular;15;No;No Aplica;Medio Riesgo;0.408370944
CZ2024543;Luis Carlos;Ramírez Flores;Derecho;Ciencias Jurídicas;22;Masculino;3.99;63.66;Mixta;Completa;40;Alto;Ninguna;Baja;Bueno;18;Sí;Problemas Económicos;Medio Riesgo;0.576338727
MZ2024544;Valeria María;Gómez Rodríguez;Contabilidad;Ciencias Económicas;22;Femenino;4.28;97.08;Mixta;Ninguna;10;Alto;Deporte;Alta;Malo;12;No;No Aplica;Bajo Riesgo;0.398556889
PS2024545;Ana Pedro;Flores Hernández;Ingeniería de Sistemas;Ingeniería;23;Femenino;2.05;94.77;Presencial;Completa;10;Medio;Club Académico;Alta;Regular;21;Sí;Problemas de Salud;Medio Riesgo;0.413452089
LZ2024546;Juan Lucía;Hernández Rodríguez;Enfermería;Ciencias de la Salud;20;Femenino;4.11;61.1;Virtual;Ninguna;20;Bajo;Club Académico;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.50542858
JZ2024547;Pedro Juan;Pérez Rodríguez;Medicina;Ciencias de la Salud;24;Femenino;2.26;89.2;Virtual;Ninguna;30;Alto;Ninguna;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.502695154
SS2024548;Carlos Sofía;Flores Díaz;Psicología;Humanidades;29;Otro;3.97;70.22;Presencial;Parcial;0;Medio;Club Académico;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.528789993
DZ2024549;Jorge Diego;Hernández Pérez;Enfermería;Ciencias de la Salud;18;Masculino;3.22;89.59;Mixta;Parcial;20;Medio;Voluntariado;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.471575388
AZ2024550;Jorge Ana;Hernández Torres;Derecho;Ciencias Jurídicas;18;Otro;4.2;66.75;Mixta;Ninguna;30;Medio;Voluntariado;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.47254528
PZ2024551;Carlos Pedro;Gómez Díaz;Economía;Ciencias Económicas;18;Femenino;3.04;52.9;Mixta;Ninguna;10;Bajo;Voluntariado;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.576827837
AZ2024552;Ana Ana;Gómez Gómez;Contabilidad;Ciencias Económicas;29;Femenino;3.78;58.21;Mixta;Ninguna;30;Alto;Club Académico;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.547601007
DS2024553;Pedro Diego;Torres Torres;Contabilidad;Ciencias Económicas;20;Masculino;4.61;56.43;Presencial;Ninguna;40;Bajo;Voluntariado;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.582891719
JZ2024554;Sofía Jorge;Martínez Rodríguez;Medicina;Ciencias de la Salud;18;Femenino;3.56;67.69;Virtual;Ninguna;20;Alto;Arte;Media;Malo;15;No;No Aplica;Medio Riesgo;0.544173221
LZ2024555;Valeria Lucía;Rodríguez Pérez;Comunicación Social;Humanidades;22;Femenino;4.19;69.8;Presencial;Parcial;20;Alto;Ninguna;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.519074342
LZ2024556;María Laura;Rodríguez Torres;Medicina;Ciencias de la Salud;26;Otro;4.06;81.72;Presencial;Parcial;10;Bajo;Voluntariado;Media;Regular;18;No;No Aplica;Medio Riesgo;0.420656169
LZ2024557;María Laura;Hernández Torres;Ingeniería de Sistemas;Ingeniería;26;Otro;2.04;52.78;Mixta;Ninguna;10;Medio;Deporte;Alta;Regular;12;No;No Aplica;Medio Riesgo;0.531116093
PZ2024558;Diego Pedro;Martínez Torres;Economía;Ciencias Económicas;17;Femenino;4.08;70.18;Presencial;Ninguna;20;Alto;Arte;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.454096889
SZ2024559;Lucía Sofía;Rodríguez Pérez;Contabilidad;Ciencias Económicas;29;Femenino;4.82;81.55;Presencial;Ninguna;10;Alto;Voluntariado;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.411836793
JZ2024560;Sofía Jorge;Pérez Martínez;Contabilidad;Ciencias Económicas;22;Otro;2.52;82.93;Virtual;Ninguna;0;Bajo;Ninguna;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.530310382
LZ2024561;Laura Lucía;Rodríguez Hernández;Diseño Gráfico;Artes y Diseño;21;Otro;4.94;62.17;Virtual;Ninguna;40;Medio;Arte;Alta;Regular;12;No;No Aplica;Medio Riesgo;0.442940912
CS2024562;Luis Carlos;Flores Pérez;Arquitectura;Artes y Diseño;28;Femenino;4.16;99.65;Virtual;Ninguna;20;Alto;Deporte;Baja;Regular;15;No;No Aplica;Bajo Riesgo;0.338677492
MS2024563;Jorge María;Flores Martínez;Ingeniería de Sistemas;Ingeniería;24;Masculino;4.48;91.54;Mixta;Ninguna;10;Alto;Voluntariado;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.443653792
AZ2024564;Ana Ana;Pérez Gómez;Ingeniería de Sistemas;Ingeniería;26;Masculino;2.7;85.33;Presencial;Ninguna;0;Bajo;Voluntariado;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.49155646
SZ2024565;Carlos Sofía;Hernández Rodríguez;Comunicación Social;Humanidades;19;Otro;3.61;71.76;Presencial;Beca académica;30;Bajo;Arte;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.478722669
MZ2024566;Carlos María;Díaz Díaz;Comunicación Social;Humanidades;23;Otro;4.47;76.18;Mixta;Ninguna;0;Alto;Ninguna;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.507084306
SZ2024567;Pedro Sofía;Díaz Pérez;Ingeniería de Sistemas;Ingeniería;23;Femenino;2.58;78.35;Virtual;Ninguna;20;Alto;Voluntariado;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.457465879
AZ2024568;Diego Ana;Pérez Pérez;Derecho;Ciencias Jurídicas;23;Otro;3.92;92.52;Mixta;Ninguna;10;Bajo;Deporte;Media;Malo;21;No;No Aplica;Medio Riesgo;0.455513754
SZ2024569;Luis Sofía;Hernández Pérez;Comunicación Social;Humanidades;25;Masculino;2.22;51.43;Presencial;Ninguna;20;Bajo;Deporte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.613624481
JZ2024570;Lucía Jorge;González Martínez;Ingeniería de Sistemas;Ingeniería;24;Masculino;2.89;63.35;Virtual;Parcial;30;Bajo;Deporte;Alta;Malo;15;Sí;Problemas Económicos;Medio Riesgo;0.519731996
LS2024571;Carlos Laura;Flores Gómez;Administración de Empresas;Ciencias Económicas;29;Otro;4.58;53.9;Presencial;Beca deportiva;10;Alto;Club Académico;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.522911951
LZ2024572;Carlos Laura;Martínez Hernández;Economía;Ciencias Económicas;25;Masculino;2.65;55.29;Mixta;Ninguna;30;Medio;Deporte;Baja;Malo;18;Sí;Problemas Familiares;Medio Riesgo;0.58104363
JZ2024573;Valeria Juan;Pérez Ramírez;Arquitectura;Artes y Diseño;25;Masculino;3.12;95.93;Presencial;Parcial;10;Medio;Voluntariado;Baja;Bueno;21;Sí;Problemas Familiares;Medio Riesgo;0.478057119
LZ2024574;Pedro Lucía;Ramírez Torres;Comunicación Social;Humanidades;24;Masculino;2.76;87.32;Virtual;Parcial;20;Bajo;Voluntariado;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.492626992
MZ2024575;Valeria María;Rodríguez Gómez;Arquitectura;Artes y Diseño;26;Femenino;4.76;77.01;Presencial;Ninguna;20;Medio;Deporte;Alta;Regular;12;No;No Aplica;Bajo Riesgo;0.385752454
PS2024576;María Pedro;Torres Díaz;Arquitectura;Artes y Diseño;19;Masculino;3.8;77.5;Mixta;Parcial;0;Bajo;Club Académico;Alta;Malo;21;No;No Aplica;Medio Riesgo;0.477100134
JZ2024577;Luis Jorge;Gómez Hernández;Biología;Ciencias de la Salud;19;Femenino;4.78;86.1;Presencial;Ninguna;20;Alto;Club Académico;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.443047606
MZ2024578;Carlos María;Ramírez Martínez;Administración de Empresas;Ciencias Económicas;24;Femenino;4.32;65.69;Virtual;Beca deportiva;30;Alto;Deporte;Media;Regular;18;No;No Aplica;Medio Riesgo;0.466367836
PZ2024579;Sofía Pedro;Rodríguez Hernández;Derecho;Ciencias Jurídicas;22;Femenino;3.53;92.54;Mixta;Ninguna;40;Medio;Arte;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.508926777
JZ2024580;Lucía Jorge;Ramírez Flores;Ingeniería de Sistemas;Ingeniería;20;Otro;2.13;60.33;Mixta;Ninguna;10;Medio;Arte;Media;Regular;12;No;No Aplica;Medio Riesgo;0.567577583
LZ2024581;Valeria Laura;Martínez Hernández;Ingeniería Civil;Ingeniería;23;Masculino;4;84.8;Presencial;Ninguna;30;Medio;Ninguna;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.416905069
JZ2024582;Laura Juan;Ramírez Hernández;Economía;Ciencias Económicas;25;Otro;2.25;88.95;Virtual;Completa;10;Medio;Deporte;Baja;Bueno;15;Sí;Problemas de Salud;Medio Riesgo;0.514096602
PS2024583;Valeria Pedro;Flores Martínez;Medicina;Ciencias de la Salud;18;Femenino;4.1;60.66;Mixta;Completa;40;Bajo;Arte;Media;Regular;18;No;No Aplica;Medio Riesgo;0.532362755
LZ2024584;María Luis;Gómez Rodríguez;Medicina;Ciencias de la Salud;19;Masculino;4.74;87.64;Mixta;Parcial;0;Bajo;Deporte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.465749645
LS2024585;Diego Lucía;Flores González;Ingeniería Civil;Ingeniería;30;Femenino;2.56;89.94;Virtual;Ninguna;0;Medio;Ninguna;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.478789188
LZ2024586;Juan Lucía;Díaz Gómez;Enfermería;Ciencias de la Salud;23;Otro;2.4;87.24;Mixta;Beca académica;10;Alto;Voluntariado;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.55296815
DS2024587;María Diego;Torres Gómez;Psicología;Humanidades;24;Masculino;3.32;56.24;Mixta;Parcial;30;Alto;Club Académico;Baja;Regular;21;Sí;Problemas Familiares;Medio Riesgo;0.517539571
JZ2024588;Ana Juan;Díaz Ramírez;Biología;Ciencias de la Salud;25;Otro;4.44;92.71;Presencial;Ninguna;20;Medio;Club Académico;Media;Regular;18;No;No Aplica;Bajo Riesgo;0.389602404
JS2024589;Jorge Jorge;Torres Flores;Comunicación Social;Humanidades;22;Femenino;3.43;63.16;Virtual;Ninguna;10;Bajo;Ninguna;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.585520579
LZ2024590;Lucía Lucía;Rodríguez Torres;Economía;Ciencias Económicas;18;Masculino;2.33;94.22;Virtual;Parcial;10;Bajo;Club Académico;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.503938475
SZ2024591;Valeria Sofía;González Pérez;Psicología;Humanidades;25;Otro;4.16;53.9;Mixta;Parcial;10;Medio;Voluntariado;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.493562553
MZ2024592;Laura María;Hernández Rodríguez;Diseño Gráfico;Artes y Diseño;30;Masculino;2.69;67.3;Presencial;Ninguna;40;Medio;Voluntariado;Media;Malo;15;Sí;Carga Académica;Medio Riesgo;0.540571137
DS2024593;Laura Diego;Flores Rodríguez;Arquitectura;Artes y Diseño;23;Femenino;4.84;90.13;Mixta;Beca académica;30;Medio;Arte;Alta;Malo;21;Sí;Falta de Motivación;Medio Riesgo;0.411470542
MZ2024594;María María;Hernández Hernández;Ingeniería de Sistemas;Ingeniería;17;Otro;4.51;65.56;Virtual;Completa;40;Alto;Voluntariado;Media;Regular;21;No;No Aplica;Medio Riesgo;0.493693933
LZ2024595;María Lucía;Martínez Torres;Diseño Gráfico;Artes y Diseño;17;Femenino;2.02;64.54;Presencial;Parcial;10;Bajo;Deporte;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.566758194
DZ2024596;Valeria Diego;Martínez Rodríguez;Comunicación Social;Humanidades;29;Femenino;4.92;76.55;Mixta;Parcial;40;Bajo;Arte;Alta;Malo;21;No;No Aplica;Medio Riesgo;0.426681863
JS2024597;Laura Jorge;Torres Flores;Ingeniería Civil;Ingeniería;29;Otro;3.22;86.74;Mixta;Parcial;40;Alto;Deporte;Media;Malo;12;No;No Aplica;Medio Riesgo;0.477416998
PZ2024598;Sofía Pedro;Rodríguez Martínez;Enfermería;Ciencias de la Salud;24;Otro;3.78;71.42;Virtual;Ninguna;30;Medio;Deporte;Media;Regular;12;No;No Aplica;Medio Riesgo;0.468096548
PS2024599;Laura Pedro;Flores Gómez;Diseño Gráfico;Artes y Diseño;25;Otro;2.56;89.23;Virtual;Ninguna;40;Bajo;Club Académico;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.471818089
LS2024600;Lucía Luis;Flores Rodríguez;Ingeniería de Sistemas;Ingeniería;19;Femenino;3.65;76.24;Presencial;Ninguna;20;Alto;Club Académico;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.440115511
SZ2024601;Pedro Sofía;Hernández Flores;Derecho;Ciencias Jurídicas;23;Femenino;4.64;57.17;Mixta;Ninguna;10;Medio;Ninguna;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.565698855
LZ2024602;Laura Laura;Martínez González;Economía;Ciencias Económicas;29;Femenino;2.26;90.81;Virtual;Beca académica;10;Medio;Club Académico;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.406543956
CZ2024603;María Carlos;Hernández Torres;Economía;Ciencias Económicas;21;Otro;3.77;73.75;Mixta;Ninguna;20;Medio;Deporte;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.509663609
LZ2024604;Valeria Luis;Ramírez Martínez;Economía;Ciencias Económicas;25;Femenino;3.46;86.59;Presencial;Completa;40;Bajo;Arte;Media;Regular;15;No;No Aplica;Medio Riesgo;0.438494933
VZ2024605;Lucía Valeria;Hernández Martínez;Diseño Gráfico;Artes y Diseño;29;Femenino;3.01;55.41;Mixta;Ninguna;20;Medio;Ninguna;Media;Regular;15;No;No Aplica;Medio Riesgo;0.526779008
DZ2024606;Sofía Diego;Gómez Flores;Arquitectura;Artes y Diseño;18;Femenino;3.04;80.43;Virtual;Completa;20;Medio;Club Académico;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.487721622
PS2024607;Jorge Pedro;Torres Ramírez;Ingeniería de Sistemas;Ingeniería;26;Femenino;3.47;66.32;Presencial;Ninguna;0;Alto;Club Académico;Media;Malo;15;No;No Aplica;Medio Riesgo;0.518202182
VZ2024608;Carlos Valeria;Ramírez Gómez;Biología;Ciencias de la Salud;22;Femenino;4;98.76;Virtual;Ninguna;10;Medio;Club Académico;Media;Malo;18;Sí;Problemas de Salud;Medio Riesgo;0.426137295
DZ2024609;Jorge Diego;González Torres;Enfermería;Ciencias de la Salud;28;Otro;4.75;69.63;Mixta;Ninguna;0;Bajo;Arte;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.519300991
LZ2024610;Juan Laura;González Gómez;Enfermería;Ciencias de la Salud;24;Masculino;4.17;65.06;Mixta;Parcial;40;Bajo;Deporte;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.543234018
SZ2024611;Diego Sofía;Gómez Hernández;Biología;Ciencias de la Salud;19;Femenino;4.71;61.88;Presencial;Ninguna;20;Alto;Voluntariado;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.515398959
MS2024612;Luis María;Flores Hernández;Biología;Ciencias de la Salud;19;Masculino;4.56;56.56;Mixta;Ninguna;0;Alto;Club Académico;Media;Malo;21;No;No Aplica;Medio Riesgo;0.55292696
LZ2024613;Jorge Lucía;Gómez González;Comunicación Social;Humanidades;30;Otro;4.62;75.18;Presencial;Ninguna;0;Alto;Ninguna;Baja;Malo;12;Sí;Falta de Motivación;Medio Riesgo;0.427300395
JS2024614;Jorge Jorge;Torres Díaz;Derecho;Ciencias Jurídicas;24;Femenino;2.39;53.67;Mixta;Ninguna;30;Alto;Club Académico;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.650818382
AS2024615;María Ana;Flores Hernández;Administración de Empresas;Ciencias Económicas;19;Femenino;3.81;90.56;Presencial;Ninguna;10;Medio;Deporte;Alta;Malo;18;Sí;Problemas Familiares;Medio Riesgo;0.437381957
SZ2024616;Laura Sofía;Hernández Flores;Arquitectura;Artes y Diseño;26;Masculino;2.04;87.64;Presencial;Beca académica;10;Medio;Voluntariado;Alta;Bueno;21;Sí;Carga Académica;Medio Riesgo;0.50862362
JZ2024617;Laura Jorge;Díaz Flores;Enfermería;Ciencias de la Salud;28;Femenino;2.12;54.85;Mixta;Ninguna;30;Medio;Deporte;Media;Bueno;12;Sí;Problemas de Salud;Medio Riesgo;0.643294976
SZ2024618;Lucía Sofía;Díaz Torres;Diseño Gráfico;Artes y Diseño;23;Femenino;4.86;89.71;Mixta;Ninguna;30;Bajo;Club Académico;Baja;Regular;15;No;No Aplica;Bajo Riesgo;0.386421491
LZ2024619;Diego Laura;Hernández Díaz;Contabilidad;Ciencias Económicas;21;Otro;3.65;57.02;Presencial;Ninguna;30;Alto;Ninguna;Alta;Malo;21;No;No Aplica;Medio Riesgo;0.535470923
AZ2024620;Carlos Ana;Martínez Gómez;Psicología;Humanidades;26;Femenino;4.71;55.27;Virtual;Ninguna;0;Medio;Voluntariado;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.556641685
LZ2024621;Laura Laura;Martínez Pérez;Diseño Gráfico;Artes y Diseño;22;Otro;3.13;56.18;Virtual;Ninguna;0;Medio;Ninguna;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.550388552
PS2024622;María Pedro;Flores Ramírez;Economía;Ciencias Económicas;30;Otro;4.44;50;Virtual;Ninguna;20;Medio;Voluntariado;Media;Malo;18;No;No Aplica;Medio Riesgo;0.528213537
PZ2024623;María Pedro;González González;Enfermería;Ciencias de la Salud;18;Otro;2.12;52.6;Virtual;Completa;10;Alto;Club Académico;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.560521541
